Image_Number,Human1,Human2,Human3,Human4,Human5,Human6,Human7,Human8,Human9,Human10,Human11,Human12,Human13,Human14,Human15,Human16,Human17,Human18,Human19,Human20,Aura
454107,144.22,,,,,,,,,,,,,,,,,,,,144.22
299105,494.39,,,,,,,,,,,,,,,,,,,,494.39
528224,159.30,107.78,106.21,81.45,178.37,,,,,,,,,,,,,,,,126.62
395716,52.43,87.78,43.67,15.75,18.99,23.76,7.40,7.55,27.02,26.47,,,,,,,,,,,31.08
341061,35.89,56.21,35.68,16.17,24.98,15.48,12.24,9.98,22.95,8.18,36.40,,,,,,,,,,24.92
370511,8.49,8.06,3.89,5.20,5.55,2.28,2.97,3.34,5.58,4.93,,,,,,,,,,,5.03
435695,219.13,,,,,,,,,,,,,,,,,,,,219.13
238227,96.28,174.91,108.66,,,,,,,,,,,,,,,,,,126.62
461147,228.37,131.44,,,,,,,,,,,,,,,,,,,179.90
86344,13.36,12.94,,,,,,,,,,,,,,,,,,,13.15
433387,91.99,135.94,,,,,,,,,,,,,,,,,,,113.97
388318,31.36,,,,,,,,,,,,,,,,,,,,31.36
511062,28.08,171.25,,,,,,,,,,,,,,,,,,,99.66
252925,253.99,,,,,,,,,,,,,,,,,,,,253.99
450840,549.76,,,,,,,,,,,,,,,,,,,,549.76
455853,512.29,,,,,,,,,,,,,,,,,,,,512.29
554886,370.79,98.66,220.72,163.03,111.23,64.89,30.20,101.30,110.56,,,,,,,,,,,,141.26
342401,139.61,224.40,26.88,126.68,,,,,,,,,,,,,,,,,129.39
287299,23.49,18.78,,,,,,,,,,,,,,,,,,,21.13
207083,362.36,173.96,79.47,103.79,,,,,,,,,,,,,,,,,179.90
188085,180.90,,,,,,,,,,,,,,,,,,,,180.90
292751,345.13,,,,,,,,,,,,,,,,,,,,345.13
358828,187.39,,,,,,,,,,,,,,,,,,,,187.39
556056,335.66,,,,,,,,,,,,,,,,,,,,335.66
431712,100.03,29.82,29.31,50.01,16.64,59.91,37.02,51.29,22.34,38.42,56.10,31.68,,,,,,,,,43.55
111873,165.24,124.16,155.08,33.34,120.58,,,,,,,,,,,,,,,,119.68
445754,37.06,18.11,55.21,18.58,24.78,,,,,,,,,,,,,,,,30.75
517484,296.27,,,,,,,,,,,,,,,,,,,,296.27
539242,36.21,,,,,,,,,,,,,,,,,,,,36.21
131277,201.70,169.03,,,,,,,,,,,,,,,,,,,185.37
428665,96.39,64.27,,,,,,,,,,,,,,,,,,,80.33
378638,355.33,,,,,,,,,,,,,,,,,,,,355.33
473060,138.83,42.19,28.41,36.09,,,,,,,,,,,,,,,,,61.38
167728,137.45,,,,,,,,,,,,,,,,,,,,137.45
126288,96.48,,,,,,,,,,,,,,,,,,,,96.48
193047,213.81,,,,,,,,,,,,,,,,,,,,213.81
244387,109.30,98.49,81.03,,,,,,,,,,,,,,,,,,96.27
436302,239.21,,,,,,,,,,,,,,,,,,,,239.21
419110,430.37,487.13,,,,,,,,,,,,,,,,,,,458.75
464105,48.62,,,,,,,,,,,,,,,,,,,,48.62
178666,55.53,44.20,15.33,13.08,76.76,16.63,9.14,,,,,,,,,,,,,,32.95
209178,331.54,199.62,,,,,,,,,,,,,,,,,,,265.58
209667,133.40,149.91,,,,,,,,,,,,,,,,,,,141.66
65012,163.32,66.59,29.85,,,,,,,,,,,,,,,,,,86.59
114880,201.12,,,,,,,,,,,,,,,,,,,,201.12
25799,72.09,,,,,,,,,,,,,,,,,,,,72.09
339550,69.90,,,,,,,,,,,,,,,,,,,,69.90
574277,599.13,76.52,117.36,72.55,,,,,,,,,,,,,,,,,216.39
182812,640.00,,,,,,,,,,,,,,,,,,,,640.00
56594,339.01,267.22,,,,,,,,,,,,,,,,,,,303.12
333820,121.59,,,,,,,,,,,,,,,,,,,,121.59
314741,312.30,81.03,15.28,20.10,22.22,18.80,17.19,23.05,5.11,2.98,9.14,6.73,7.72,247.00,,,,,,,56.33
169086,181.22,,,,,,,,,,,,,,,,,,,,181.22
29322,13.61,,,,,,,,,,,,,,,,,,,,13.61
229856,191.89,,,,,,,,,,,,,,,,,,,,191.89
561950,74.16,29.75,,,,,,,,,,,,,,,,,,,51.95
243851,102.21,,,,,,,,,,,,,,,,,,,,102.21
451160,133.29,113.25,115.42,127.56,98.16,,,,,,,,,,,,,,,,117.54
152729,291.56,,,,,,,,,,,,,,,,,,,,291.56
556620,27.11,37.19,23.99,,,,,,,,,,,,,,,,,,29.43
387883,37.59,,,,,,,,,,,,,,,,,,,,37.59
322473,66.44,,,,,,,,,,,,,,,,,,,,66.44
410066,108.01,,,,,,,,,,,,,,,,,,,,108.01
114703,175.18,,,,,,,,,,,,,,,,,,,,175.18
501067,579.28,,,,,,,,,,,,,,,,,,,,579.28
93078,125.04,33.26,23.39,18.05,125.84,38.59,25.03,42.72,21.28,44.42,8.48,26.88,,,,,,,,,44.41
511742,202.25,70.66,66.59,50.38,,,,,,,,,,,,,,,,,97.47
387338,552.37,278.70,507.09,,,,,,,,,,,,,,,,,,446.05
408576,479.40,,,,,,,,,,,,,,,,,,,,479.40
171584,289.44,,,,,,,,,,,,,,,,,,,,289.44
262414,71.27,,,,,,,,,,,,,,,,,,,,71.27
287792,244.72,131.63,115.15,,,,,,,,,,,,,,,,,,163.83
516516,363.76,,,,,,,,,,,,,,,,,,,,363.76
35670,144.89,168.00,158.15,,,,,,,,,,,,,,,,,,157.01
525580,91.90,141.05,,,,,,,,,,,,,,,,,,,116.48
129925,26.92,13.19,,,,,,,,,,,,,,,,,,,20.05
572016,290.70,170.07,,,,,,,,,,,,,,,,,,,230.38
343748,340.85,239.82,,,,,,,,,,,,,,,,,,,290.34
377612,362.42,,,,,,,,,,,,,,,,,,,,362.42
216237,146.13,,,,,,,,,,,,,,,,,,,,146.13
143559,170.43,149.05,27.36,279.53,13.29,7.91,42.52,20.94,,,,,,,,,,,,,88.88
161015,202.22,141.20,,,,,,,,,,,,,,,,,,,171.71
336607,35.93,,,,,,,,,,,,,,,,,,,,35.93
346956,426.87,,,,,,,,,,,,,,,,,,,,426.87
112720,85.38,79.98,122.98,,,,,,,,,,,,,,,,,,96.11
563319,129.44,124.30,87.33,49.02,,,,,,,,,,,,,,,,,97.52
17962,177.09,71.52,,,,,,,,,,,,,,,,,,,124.31
270947,132.62,7.87,6.84,,,,,,,,,,,,,,,,,,49.11
419752,376.56,,,,,,,,,,,,,,,,,,,,376.56
75590,425.85,243.72,53.15,21.41,33.27,27.10,,,,,,,,,,,,,,,134.08
233193,74.75,60.15,,,,,,,,,,,,,,,,,,,67.45
470976,136.29,99.23,,,,,,,,,,,,,,,,,,,117.76
122918,392.96,160.26,,,,,,,,,,,,,,,,,,,276.61
48365,235.87,,,,,,,,,,,,,,,,,,,,235.87
158515,118.27,,,,,,,,,,,,,,,,,,,,118.27
139739,91.66,,,,,,,,,,,,,,,,,,,,91.66
102220,177.93,166.83,,,,,,,,,,,,,,,,,,,172.38
301537,80.93,44.53,11.44,,,,,,,,,,,,,,,,,,45.63
403947,145.95,8.17,,,,,,,,,,,,,,,,,,,77.06
249983,39.33,46.69,26.26,22.35,12.60,52.58,11.95,,,,,,,,,,,,,,30.25
351386,140.90,,,,,,,,,,,,,,,,,,,,140.90
225584,404.91,48.81,72.32,,,,,,,,,,,,,,,,,,175.35
31653,220.70,,,,,,,,,,,,,,,,,,,,220.70
206704,126.78,150.24,31.28,28.90,,,,,,,,,,,,,,,,,84.30
212685,313.89,205.22,245.18,102.47,46.54,,,,,,,,,,,,,,,,182.66
296987,209.26,,,,,,,,,,,,,,,,,,,,209.26
559586,391.39,50.36,59.64,118.12,36.27,36.34,29.42,17.40,31.16,39.93,77.44,7.37,38.19,,,,,,,,71.77
175190,121.44,,,,,,,,,,,,,,,,,,,,121.44
343679,22.52,32.42,20.20,25.54,62.66,,,,,,,,,,,,,,,,32.67
246713,166.00,,,,,,,,,,,,,,,,,,,,166.00
561156,120.78,158.69,90.12,,,,,,,,,,,,,,,,,,123.20
395284,495.10,,,,,,,,,,,,,,,,,,,,495.10
324730,61.11,,,,,,,,,,,,,,,,,,,,61.11
46322,315.43,336.01,,,,,,,,,,,,,,,,,,,325.72
471935,279.37,,,,,,,,,,,,,,,,,,,,279.37
260634,88.73,25.07,,,,,,,,,,,,,,,,,,,56.90
83093,194.72,156.49,,,,,,,,,,,,,,,,,,,175.61
221241,37.32,27.27,,,,,,,,,,,,,,,,,,,32.30
420427,92.33,35.95,44.74,,,,,,,,,,,,,,,,,,57.67
225654,640.00,,,,,,,,,,,,,,,,,,,,640.00
229940,247.89,65.86,,,,,,,,,,,,,,,,,,,156.88
102684,126.61,20.68,11.52,10.84,4.00,4.29,3.71,5.30,13.02,1.73,,,,,,,,,,,20.17
545405,100.90,112.39,213.20,137.67,,,,,,,,,,,,,,,,,141.04
460903,102.48,,,,,,,,,,,,,,,,,,,,102.48
35985,105.92,24.19,,,,,,,,,,,,,,,,,,,65.06
494990,180.27,230.12,,,,,,,,,,,,,,,,,,,205.19
567972,201.71,,,,,,,,,,,,,,,,,,,,201.71
83468,104.15,80.28,8.28,,,,,,,,,,,,,,,,,,64.24
580837,283.88,53.90,283.68,91.69,32.26,84.95,62.81,79.23,,,,,,,,,,,,,121.55
153262,123.22,,,,,,,,,,,,,,,,,,,,123.22
173579,111.56,118.53,54.06,32.63,47.62,25.12,,,,,,,,,,,,,,,64.92
292510,89.65,115.20,37.15,15.97,53.57,19.18,11.61,11.28,12.63,14.72,11.87,11.39,,,,,,,,,33.69
74902,64.65,50.54,38.48,33.45,36.31,34.36,23.98,67.95,23.75,22.41,27.92,,,,,,,,,,38.53
126104,465.16,,,,,,,,,,,,,,,,,,,,465.16
28261,191.68,,,,,,,,,,,,,,,,,,,,191.68
319430,96.36,299.15,17.86,76.23,95.00,,,,,,,,,,,,,,,,116.92
472954,131.60,237.41,153.17,,,,,,,,,,,,,,,,,,174.06
252086,80.95,19.49,17.75,33.01,16.58,21.51,16.59,11.51,,,,,,,,,,,,,27.17
406895,102.12,70.76,59.12,40.40,,,,,,,,,,,,,,,,,68.10
22102,231.25,66.19,78.07,50.60,201.87,,,,,,,,,,,,,,,,125.60
511121,51.61,,,,,,,,,,,,,,,,,,,,51.61
499037,156.06,,,,,,,,,,,,,,,,,,,,156.06
413585,334.72,334.82,109.59,171.14,,,,,,,,,,,,,,,,,237.57
503164,91.96,54.11,25.87,25.06,68.07,45.34,,,,,,,,,,,,,,,51.73
516043,467.26,,,,,,,,,,,,,,,,,,,,467.26
102942,78.72,98.59,16.29,90.17,27.96,16.04,26.50,19.80,34.12,11.14,26.99,17.90,21.59,424.00,,,,,,,64.99
227941,177.01,,,,,,,,,,,,,,,,,,,,177.01
79456,268.54,273.13,,,,,,,,,,,,,,,,,,,270.84
120537,393.26,,,,,,,,,,,,,,,,,,,,393.26
256855,127.23,,,,,,,,,,,,,,,,,,,,127.23
329841,382.08,274.81,,,,,,,,,,,,,,,,,,,328.44
414961,133.07,131.76,17.47,,,,,,,,,,,,,,,,,,94.10
4502,92.95,42.15,,,,,,,,,,,,,,,,,,,67.55
388894,216.86,179.85,,,,,,,,,,,,,,,,,,,198.36
340285,180.78,,,,,,,,,,,,,,,,,,,,180.78
259187,459.49,,,,,,,,,,,,,,,,,,,,459.49
479593,141.69,,,,,,,,,,,,,,,,,,,,141.69
125350,154.64,194.56,77.49,83.25,37.59,40.54,55.75,,,,,,,,,,,,,,91.97
56679,88.18,28.91,14.39,18.68,14.48,19.51,9.97,8.32,13.71,18.33,10.18,,,,,,,,,,22.24
331271,24.68,35.61,21.58,41.94,22.19,,,,,,,,,,,,,,,,29.20
411007,332.42,,,,,,,,,,,,,,,,,,,,332.42
399481,450.38,,,,,,,,,,,,,,,,,,,,450.38
444749,128.24,71.89,75.36,98.87,41.49,126.97,141.56,,,,,,,,,,,,,,97.77
124834,56.94,25.10,19.55,30.12,21.62,24.13,54.88,18.26,10.37,,,,,,,,,,,,29.00
572001,258.71,267.98,49.37,130.72,81.91,,,,,,,,,,,,,,,,157.74
345100,180.14,,,,,,,,,,,,,,,,,,,,180.14
173001,94.06,59.63,31.99,,,,,,,,,,,,,,,,,,61.89
330086,53.59,,,,,,,,,,,,,,,,,,,,53.59
25283,14.49,,,,,,,,,,,,,,,,,,,,14.49
546159,267.69,43.98,32.49,,,,,,,,,,,,,,,,,,114.72
225088,85.88,30.44,45.66,,,,,,,,,,,,,,,,,,53.99
487788,206.10,233.29,,,,,,,,,,,,,,,,,,,219.69
337038,265.20,56.05,82.09,,,,,,,,,,,,,,,,,,134.45
428019,70.38,80.79,61.32,,,,,,,,,,,,,,,,,,70.83
355774,349.49,,,,,,,,,,,,,,,,,,,,349.49
380475,385.54,,,,,,,,,,,,,,,,,,,,385.54
183913,24.17,16.56,15.98,12.71,12.80,12.68,8.44,24.52,11.30,13.10,12.85,13.49,,,,,,,,,14.88
263385,296.46,62.17,,,,,,,,,,,,,,,,,,,179.31
232049,96.37,55.07,67.96,,,,,,,,,,,,,,,,,,73.13
286349,317.59,213.98,123.57,,,,,,,,,,,,,,,,,,218.38
220077,9.57,14.09,15.73,25.54,36.93,19.90,38.03,23.41,26.25,11.54,48.48,63.03,41.14,286.00,,,,,,,47.12
295766,245.93,57.56,308.50,,,,,,,,,,,,,,,,,,204.00
487357,632.43,,,,,,,,,,,,,,,,,,,,632.43
463301,367.92,,,,,,,,,,,,,,,,,,,,367.92
33093,234.43,,,,,,,,,,,,,,,,,,,,234.43
169094,152.29,62.63,55.13,76.90,61.19,54.45,54.29,67.17,62.32,56.34,55.88,70.32,86.82,416.00,,,,,,,95.12
298122,158.04,188.37,132.28,76.37,15.61,,,,,,,,,,,,,,,,114.13
2742,108.94,185.89,,,,,,,,,,,,,,,,,,,147.41
23951,93.97,,,,,,,,,,,,,,,,,,,,93.97
38747,70.97,24.72,43.42,24.47,44.10,13.31,16.96,22.64,23.50,31.07,23.65,26.86,,,,,,,,,30.47
554324,373.31,,,,,,,,,,,,,,,,,,,,373.31
108896,47.83,30.63,17.97,22.42,14.28,17.68,13.35,14.77,23.09,24.10,7.30,8.33,10.98,,,,,,,,19.44
44594,30.43,14.35,15.48,,,,,,,,,,,,,,,,,,20.09
156296,131.60,99.24,77.63,51.89,,,,,,,,,,,,,,,,,90.09
97989,64.88,51.81,30.95,,,,,,,,,,,,,,,,,,49.21
283093,50.52,13.17,2.96,4.03,4.66,87.31,5.84,4.36,17.54,2.82,,,,,,,,,,,19.32
477473,110.57,,,,,,,,,,,,,,,,,,,,110.57
8095,358.11,283.64,,,,,,,,,,,,,,,,,,,320.88
476155,245.93,,,,,,,,,,,,,,,,,,,,245.93
116872,330.79,,,,,,,,,,,,,,,,,,,,330.79
481147,46.16,8.88,,,,,,,,,,,,,,,,,,,27.52
356734,35.86,,,,,,,,,,,,,,,,,,,,35.86
343257,380.22,18.50,13.24,7.37,37.40,8.36,6.89,5.48,10.85,5.65,,,,,,,,,,,49.40
86708,500.18,148.62,,,,,,,,,,,,,,,,,,,324.40
226486,275.38,107.73,,,,,,,,,,,,,,,,,,,191.56
229896,204.72,151.38,375.35,302.34,,,,,,,,,,,,,,,,,258.45
540039,269.53,206.13,,,,,,,,,,,,,,,,,,,237.83
356764,614.70,,,,,,,,,,,,,,,,,,,,614.70
330124,196.17,,,,,,,,,,,,,,,,,,,,196.17
561678,25.41,,,,,,,,,,,,,,,,,,,,25.41
181612,212.85,,,,,,,,,,,,,,,,,,,,212.85
396642,322.15,133.39,52.61,25.33,69.39,61.74,87.83,,,,,,,,,,,,,,107.49
205604,254.64,78.50,82.84,,,,,,,,,,,,,,,,,,138.66
214379,67.04,,,,,,,,,,,,,,,,,,,,67.04
337976,206.63,117.94,43.15,27.74,51.63,90.42,107.80,146.66,171.53,208.60,191.62,,,,,,,,,,123.97
315568,217.88,,,,,,,,,,,,,,,,,,,,217.88
253956,307.43,,,,,,,,,,,,,,,,,,,,307.43
358307,107.98,,,,,,,,,,,,,,,,,,,,107.98
247421,335.79,,,,,,,,,,,,,,,,,,,,335.79
259000,47.08,30.06,18.87,27.94,32.07,27.07,29.11,8.80,28.80,19.56,23.35,26.72,17.66,243.00,,,,,,,41.44
386850,122.44,,,,,,,,,,,,,,,,,,,,122.44
333663,92.46,,,,,,,,,,,,,,,,,,,,92.46
354359,243.88,,,,,,,,,,,,,,,,,,,,243.88
574996,143.82,,,,,,,,,,,,,,,,,,,,143.82
469435,221.69,305.46,21.32,13.23,27.89,8.35,18.80,6.62,,,,,,,,,,,,,77.92
539589,244.31,189.39,55.51,52.62,30.80,72.61,98.37,61.77,63.58,104.56,,,,,,,,,,,97.35
394412,52.22,,,,,,,,,,,,,,,,,,,,52.22
560632,51.03,,,,,,,,,,,,,,,,,,,,51.03
562960,134.61,20.87,22.50,18.76,,,,,,,,,,,,,,,,,49.19
576527,27.47,24.82,20.67,12.91,18.80,10.66,19.39,,,,,,,,,,,,,,19.25
15546,373.51,,,,,,,,,,,,,,,,,,,,373.51
271011,188.32,126.75,325.94,270.56,31.57,24.26,97.65,,,,,,,,,,,,,,152.15
568143,135.91,,,,,,,,,,,,,,,,,,,,135.91
128518,574.38,,,,,,,,,,,,,,,,,,,,574.38
224241,157.98,123.90,44.10,23.44,16.06,,,,,,,,,,,,,,,,73.10
538887,21.28,,,,,,,,,,,,,,,,,,,,21.28
205059,488.99,,,,,,,,,,,,,,,,,,,,488.99
160471,372.47,,,,,,,,,,,,,,,,,,,,372.47
984,469.91,,,,,,,,,,,,,,,,,,,,469.91
245271,156.46,211.73,,,,,,,,,,,,,,,,,,,184.09
572879,138.52,82.34,66.32,42.36,76.18,50.77,23.66,,,,,,,,,,,,,,68.59
244825,250.01,230.64,,,,,,,,,,,,,,,,,,,240.32
376407,167.22,,,,,,,,,,,,,,,,,,,,167.22
48289,305.83,79.98,106.44,93.92,,,,,,,,,,,,,,,,,146.54
378827,89.18,40.83,12.37,32.49,32.91,27.92,26.85,,,,,,,,,,,,,,37.51
128514,417.56,,,,,,,,,,,,,,,,,,,,417.56
83625,27.45,25.30,12.74,,,,,,,,,,,,,,,,,,21.83
340494,158.41,230.55,,,,,,,,,,,,,,,,,,,194.48
556192,220.05,80.72,75.50,37.75,42.49,18.83,8.18,14.54,100.59,53.14,81.68,26.75,33.91,459.00,,,,,,,89.51
159601,33.55,25.84,13.38,21.27,7.39,20.93,23.84,7.20,15.43,6.85,10.44,7.01,18.05,595.00,,,,,,,57.58
237477,190.50,25.04,31.46,,,,,,,,,,,,,,,,,,82.33
461868,19.31,7.08,3.89,5.36,5.17,10.80,,,,,,,,,,,,,,,8.60
220529,178.83,170.31,,,,,,,,,,,,,,,,,,,174.57
68444,398.20,,,,,,,,,,,,,,,,,,,,398.20
134819,204.11,120.82,135.20,106.51,123.13,169.27,,,,,,,,,,,,,,,143.17
174009,125.98,,,,,,,,,,,,,,,,,,,,125.98
500224,88.85,137.08,151.73,,,,,,,,,,,,,,,,,,125.89
61779,215.36,255.96,13.37,10.81,22.26,16.46,10.39,12.78,11.62,11.94,7.24,16.19,11.68,479.00,,,,,,,78.22
464166,236.22,257.30,42.23,39.49,51.95,16.89,16.27,27.64,43.45,42.16,,,,,,,,,,,77.36
24714,77.43,67.10,45.27,,,,,,,,,,,,,,,,,,63.27
37186,182.29,195.70,72.84,128.35,,,,,,,,,,,,,,,,,144.80
31112,213.34,143.82,,,,,,,,,,,,,,,,,,,178.58
121867,100.28,61.78,,,,,,,,,,,,,,,,,,,81.03
530726,264.28,,,,,,,,,,,,,,,,,,,,264.28
564431,179.66,20.81,,,,,,,,,,,,,,,,,,,100.23
360500,48.65,,,,,,,,,,,,,,,,,,,,48.65
235543,211.89,75.55,116.61,,,,,,,,,,,,,,,,,,134.68
500440,116.94,166.48,,,,,,,,,,,,,,,,,,,141.71
169902,358.16,,,,,,,,,,,,,,,,,,,,358.16
350585,116.88,,,,,,,,,,,,,,,,,,,,116.88
247072,155.84,130.22,,,,,,,,,,,,,,,,,,,143.03
424278,348.52,129.51,126.97,52.23,55.53,87.79,36.60,26.91,44.87,,,,,,,,,,,,100.99
52094,377.48,,,,,,,,,,,,,,,,,,,,377.48
325809,270.00,173.93,,,,,,,,,,,,,,,,,,,221.97
332812,244.49,,,,,,,,,,,,,,,,,,,,244.49
336696,7.47,81.96,4.32,4.10,8.66,11.05,4.23,7.48,8.99,,,,,,,,,,,,15.36
542343,60.68,60.22,48.12,,,,,,,,,,,,,,,,,,56.34
34798,340.18,,,,,,,,,,,,,,,,,,,,340.18
534543,268.06,177.30,177.29,71.12,91.95,132.99,,,,,,,,,,,,,,,153.12
369472,316.41,,,,,,,,,,,,,,,,,,,,316.41
197195,265.23,,,,,,,,,,,,,,,,,,,,265.23
114954,297.28,9.47,36.08,11.36,9.65,12.40,16.65,9.89,28.87,59.33,11.63,18.07,108.77,206.00,,,,,,,59.67
447795,12.08,13.23,9.93,14.07,,,,,,,,,,,,,,,,,12.33
34340,258.32,70.05,38.27,23.59,46.15,,,,,,,,,,,,,,,,87.28
57062,167.35,,,,,,,,,,,,,,,,,,,,167.35
27798,16.64,11.99,5.80,5.25,9.49,15.57,14.37,,,,,,,,,,,,,,11.30
148810,161.58,,,,,,,,,,,,,,,,,,,,161.58
519506,43.64,46.05,43.84,19.47,27.61,21.26,,,,,,,,,,,,,,,33.65
8014,340.48,,,,,,,,,,,,,,,,,,,,340.48
210744,419.96,,,,,,,,,,,,,,,,,,,,419.96
72690,16.91,24.14,22.56,12.93,20.30,21.28,5.77,13.57,8.63,9.82,,,,,,,,,,,15.59
270922,542.42,,,,,,,,,,,,,,,,,,,,542.42
510371,321.44,131.14,380.10,109.53,,,,,,,,,,,,,,,,,235.55
393110,129.91,,,,,,,,,,,,,,,,,,,,129.91
163095,225.92,217.80,,,,,,,,,,,,,,,,,,,221.86
515710,153.37,210.51,154.46,164.59,,,,,,,,,,,,,,,,,170.73
546765,220.12,110.49,48.76,39.75,,,,,,,,,,,,,,,,,104.78
159972,32.43,126.20,28.75,21.11,23.46,36.27,219.00,35.85,,,,,,,,,,,,,65.38
428780,47.03,32.43,50.95,,,,,,,,,,,,,,,,,,43.47
108170,308.29,,,,,,,,,,,,,,,,,,,,308.29
75144,27.32,32.53,30.94,30.78,,,,,,,,,,,,,,,,,30.39
47805,123.98,149.79,105.47,123.95,98.84,166.46,107.47,,,,,,,,,,,,,,125.14
480947,181.36,127.62,119.95,108.54,,,,,,,,,,,,,,,,,134.37
97672,85.44,139.76,121.86,,,,,,,,,,,,,,,,,,115.69
327643,6.22,12.07,10.25,8.26,11.89,4.97,6.17,10.31,7.86,10.89,10.62,9.76,10.28,371.00,,,,,,,35.04
246085,59.81,40.97,16.38,,,,,,,,,,,,,,,,,,39.05
204919,381.98,,,,,,,,,,,,,,,,,,,,381.98
368424,14.91,14.47,12.19,11.67,11.73,,,,,,,,,,,,,,,,12.99
140349,162.51,116.76,,,,,,,,,,,,,,,,,,,139.63
56738,496.35,145.05,41.14,120.57,,,,,,,,,,,,,,,,,200.78
112029,636.76,78.62,,,,,,,,,,,,,,,,,,,357.69
282048,90.24,56.70,10.46,,,,,,,,,,,,,,,,,,52.47
553297,161.16,61.74,,,,,,,,,,,,,,,,,,,111.45
37702,31.37,28.09,,,,,,,,,,,,,,,,,,,29.73
369976,121.03,,,,,,,,,,,,,,,,,,,,121.03
255614,409.72,77.66,119.44,107.56,,,,,,,,,,,,,,,,,178.60
146084,60.62,,,,,,,,,,,,,,,,,,,,60.62
438126,182.36,,,,,,,,,,,,,,,,,,,,182.36
18048,10.59,8.20,12.48,11.18,6.17,1.48,18.76,,,,,,,,,,,,,,9.84
236938,323.44,,,,,,,,,,,,,,,,,,,,323.44
532662,298.88,262.92,,,,,,,,,,,,,,,,,,,280.90
560457,262.33,320.15,,,,,,,,,,,,,,,,,,,291.24
486839,235.87,65.05,51.99,81.84,58.91,30.41,85.43,40.49,20.42,85.74,,,,,,,,,,,75.61
118694,299.38,,,,,,,,,,,,,,,,,,,,299.38
570317,193.74,,,,,,,,,,,,,,,,,,,,193.74
191382,71.99,80.35,112.18,59.19,104.15,116.71,,,,,,,,,,,,,,,90.76
10890,42.12,42.72,31.76,28.47,51.70,,,,,,,,,,,,,,,,39.35
24763,375.96,338.30,,,,,,,,,,,,,,,,,,,357.13
75359,84.05,,,,,,,,,,,,,,,,,,,,84.05
428000,102.93,,,,,,,,,,,,,,,,,,,,102.93
327682,78.74,,,,,,,,,,,,,,,,,,,,78.74
368148,53.06,17.49,49.60,13.82,9.25,28.65,36.96,,,,,,,,,,,,,,29.83
506058,371.33,340.80,,,,,,,,,,,,,,,,,,,356.06
236677,15.49,15.63,12.35,8.11,9.33,15.13,8.47,11.64,11.31,5.76,9.02,15.98,9.05,484.00,,,,,,,45.09
304385,151.09,,,,,,,,,,,,,,,,,,,,151.09
480977,85.89,216.43,93.25,,,,,,,,,,,,,,,,,,131.86
172425,212.98,9.14,,,,,,,,,,,,,,,,,,,111.06
188845,157.54,113.46,,,,,,,,,,,,,,,,,,,135.50
178791,109.67,106.58,90.17,,,,,,,,,,,,,,,,,,102.14
75727,68.30,,,,,,,,,,,,,,,,,,,,68.30
384449,250.44,73.11,35.82,30.66,31.95,34.06,54.33,30.20,21.63,47.21,23.01,30.35,36.72,635.00,,,,,,,95.32
63334,60.70,135.57,190.06,86.60,,,,,,,,,,,,,,,,,118.23
57794,286.20,178.33,128.00,,,,,,,,,,,,,,,,,,197.51
65630,122.98,,,,,,,,,,,,,,,,,,,,122.98
166848,415.49,,,,,,,,,,,,,,,,,,,,415.49
67792,99.14,,,,,,,,,,,,,,,,,,,,99.14
574076,158.20,41.33,70.27,160.72,,,,,,,,,,,,,,,,,107.63
402407,122.19,77.45,96.92,,,,,,,,,,,,,,,,,,98.85
507756,308.42,,,,,,,,,,,,,,,,,,,,308.42
176726,490.81,,,,,,,,,,,,,,,,,,,,490.81
572413,14.37,17.44,19.37,,,,,,,,,,,,,,,,,,17.06
454712,403.80,,,,,,,,,,,,,,,,,,,,403.80
566188,340.85,,,,,,,,,,,,,,,,,,,,340.85
364135,275.82,363.53,,,,,,,,,,,,,,,,,,,319.67
153829,186.69,,,,,,,,,,,,,,,,,,,,186.69
346097,221.35,22.06,54.87,,,,,,,,,,,,,,,,,,99.43
6749,225.29,134.29,,,,,,,,,,,,,,,,,,,179.79
422657,440.54,386.10,,,,,,,,,,,,,,,,,,,413.32
362505,122.51,,,,,,,,,,,,,,,,,,,,122.51
55294,111.19,61.77,126.49,,,,,,,,,,,,,,,,,,99.82
557832,157.29,,,,,,,,,,,,,,,,,,,,157.29
468662,78.85,176.16,,,,,,,,,,,,,,,,,,,127.50
321389,114.44,148.35,209.94,121.86,107.47,91.47,50.28,50.25,35.46,54.80,39.18,46.82,59.81,,,,,,,,86.93
251144,387.45,,,,,,,,,,,,,,,,,,,,387.45
140152,94.17,177.77,,,,,,,,,,,,,,,,,,,135.97
94061,385.48,,,,,,,,,,,,,,,,,,,,385.48
109444,310.66,79.67,71.35,38.19,55.44,,,,,,,,,,,,,,,,111.06
291825,441.53,,,,,,,,,,,,,,,,,,,,441.53
78781,135.65,41.89,,,,,,,,,,,,,,,,,,,88.77
504560,218.48,,,,,,,,,,,,,,,,,,,,218.48
500005,153.93,,,,,,,,,,,,,,,,,,,,153.93
410283,98.22,,,,,,,,,,,,,,,,,,,,98.22
354063,515.43,,,,,,,,,,,,,,,,,,,,515.43
553413,435.78,151.75,101.46,224.83,,,,,,,,,,,,,,,,,228.46
251696,212.49,148.85,154.63,,,,,,,,,,,,,,,,,,171.99
136093,151.25,98.30,,,,,,,,,,,,,,,,,,,124.78
479066,165.77,,,,,,,,,,,,,,,,,,,,165.77
